DATETIME,IDENTIFIER,INFO,FILE,USER,LAB,VERSION,TAG1,TAG2,TAG3
"2017-04-16 16:35:31",reports_testhistory,"from=2000-04-16&to=2017-04-16&ip=0&viz=[object HTMLInputElement]",reports_testhistory.php?location=127&patient_id=1836&yf=2000&mf=04&df=16&yt=2017&mt=04&dt=16&ip=0&viz=[object%20HTMLInputElement],,,3.3,X,X,X
"2017-04-16 16:35:43",reports_testhistory,"from=2000-04-16&to=2017-04-16&ip=0&viz=[object HTMLInputElement]",reports_testhistory.php?location=127&patient_id=1836&yf=2000&mf=04&df=16&yt=2017&mt=04&dt=16&ip=0&viz=[object%20HTMLInputElement],53,127,3.3,X,X,X
"2017-04-16 16:35:51",export_word,X,export_word,53,127,3.3,X,X,X
"2017-04-16 16:36:06",export_word,X,export_pdf,53,127,3.3,X,X,X
"2017-04-16 16:39:53",reports_testhistory,"from=2000-04-16&to=2017-04-16&ip=0&viz=[object HTMLInputElement]",reports_testhistory.php?location=127&patient_id=1836&yf=2000&mf=04&df=16&yt=2017&mt=04&dt=16&ip=0&viz=[object%20HTMLInputElement],53,127,3.3,X,X,X
"2017-04-16 16:39:59",export_word,X,export_word,53,127,3.3,X,X,X
"2017-04-16 17:07:31",reports,X,reports,53,127,3.3,X,X,X
"2017-04-16 17:07:50",lab_config_home,X,lab_config_home.php?id=127,53,127,3.3,X,X,X
"2017-04-16 17:07:56",view_stocks,X,view_stocks,53,127,3.3,X,X,X
"2017-04-16 17:08:05",search,X,search,53,127,3.3,X,X,X
"2017-04-16 17:08:10",search_p_dyn,op=1&qr=A,search_p_dyn,53,127,3.3,X,X,X
"2017-04-16 17:08:13",patient_profile,X,patient_profile.php?pid=1836,53,127,3.3,X,X,X
"2017-04-16 17:08:17",new_specimen,pid=1836&dnum=,new_specimen.php?pid=1836&dnum=,53,127,3.3,X,X,X
"2017-04-16 17:14:02",new_specimen,pid=1836&dnum=,new_specimen.php?pid=1836&dnum=,53,127,3.3,X,X,X
